Fiscal Year,Region,Age Group,Race Ethnicity,Gender,Alleged Victims in Initial Investigation,Alleged Victims in Repeat Investigation,Recidivism
2017,3-Arlington,65 and Older,Native American,Female,17,1,0.05882
2017,3-Arlington,65 and Older,Native American,Male,13,0,0
2017,3-Arlington,65 and Older,Other,Female,"1,122",173,0.15419
2017,3-Arlington,65 and Older,Other,Male,631,83,0.13154
2017,3-Arlington,65 and Older,Other,Unknown,114,7,0.0614
2017,3-Arlington,Under 18,African American,Female,1,0,0
2017,3-Arlington,Under 18,African American,Male,2,0,0
2017,3-Arlington,Unknown,Anglo,Male,2,0,0
2017,3-Arlington,Unknown,Other,Female,1,0,0
2017,3-Arlington,Unknown,Other,Male,2,0,0
2017,4-Tyler,18-64 with Disability,African American,Female,284,51,0.17958
2017,4-Tyler,18-64 with Disability,African American,Male,213,24,0.11268
2017,4-Tyler,18-64 with Disability,African American,Unknown,3,1,0.33333
2017,4-Tyler,18-64 with Disability,Anglo,Female,728,98,0.13462
2017,4-Tyler,18-64 with Disability,Anglo,Male,508,59,0.11614
2017,4-Tyler,18-64 with Disability,Anglo,Unknown,18,4,0.22222
2017,4-Tyler,18-64 with Disability,Asian,Male,1,0,0
2017,4-Tyler,18-64 with Disability,Hispanic,Female,49,7,0.14286
2017,4-Tyler,18-64 with Disability,Hispanic,Male,36,4,0.11111
2017,4-Tyler,18-64 with Disability,Hispanic,Unknown,1,0,0
2017,4-Tyler,18-64 with Disability,Native American,Female,3,0,0
2017,4-Tyler,18-64 with Disability,Native American,Male,4,0,0
2017,4-Tyler,18-64 with Disability,Other,Female,136,21,0.15441
2017,4-Tyler,18-64 with Disability,Other,Male,91,15,0.16484
2017,4-Tyler,18-64 with Disability,Other,Unknown,9,3,0.33333
2017,4-Tyler,65 and Older,African American,Female,362,61,0.16851
2017,4-Tyler,65 and Older,African American,Male,203,22,0.10837
2017,4-Tyler,65 and Older,African American,Unknown,9,0,0
2017,4-Tyler,65 and Older,Anglo,Female,"1,276",187,0.14655
2017,4-Tyler,65 and Older,Anglo,Male,796,135,0.1696
2017,4-Tyler,65 and Older,Anglo,Unknown,36,9,0.25
2017,4-Tyler,65 and Older,Asian,Female,2,1,0.5
2017,4-Tyler,65 and Older,Asian,Male,3,0,0
2017,4-Tyler,65 and Older,Hispanic,Female,24,3,0.125
2017,4-Tyler,65 and Older,Hispanic,Male,29,2,0.06897
2017,4-Tyler,65 and Older,Hispanic,Unknown,1,0,0
2017,4-Tyler,65 and Older,Native American,Female,1,0,0
2017,4-Tyler,65 and Older,Other,Female,203,31,0.15271
2017,4-Tyler,65 and Older,Other,Male,121,22,0.18182
2017,4-Tyler,65 and Older,Other,Unknown,17,2,0.11765
2017,4-Tyler,Unknown,Anglo,Male,2,0,0
2017,5-Beaumont,18-64 with Disability,African American,Female,302,46,0.15232
2017,5-Beaumont,18-64 with Disability,African American,Male,255,29,0.11373
2017,5-Beaumont,18-64 with Disability,African American,Unknown,10,3,0.3
2017,5-Beaumont,18-64 with Disability,Anglo,Female,537,91,0.16946
2017,5-Beaumont,18-64 with Disability,Anglo,Male,401,49,0.12219
2017,5-Beaumont,18-64 with Disability,Anglo,Unknown,13,5,0.38462
2017,5-Beaumont,18-64 with Disability,Hispanic,Female,37,5,0.13514
2017,5-Beaumont,18-64 with Disability,Hispanic,Male,20,2,0.1
2017,5-Beaumont,18-64 with Disability,Native American,Male,3,1,0.33333
2017,5-Beaumont,18-64 with Disability,Other,Female,160,33,0.20625
2017,5-Beaumont,18-64 with Disability,Other,Male,102,12,0.11765
2017,5-Beaumont,18-64 with Disability,Other,Unknown,5,0,0
2017,5-Beaumont,65 and Older,African American,Female,381,64,0.16798
2017,5-Beaumont,65 and Older,African American,Male,238,44,0.18487
2017,5-Beaumont,65 and Older,African American,Unknown,4,2,0.5
2017,5-Beaumont,65 and Older,Anglo,Female,850,134,0.15765
2017,5-Beaumont,65 and Older,Anglo,Male,574,86,0.14983
2017,5-Beaumont,65 and Older,Anglo,Unknown,16,5,0.3125
2017,5-Beaumont,65 and Older,Asian,Female,4,1,0.25
2017,5-Beaumont,65 and Older,Asian,Male,1,0,0
2017,5-Beaumont,65 and Older,Hispanic,Female,31,5,0.16129
2017,5-Beaumont,65 and Older,Hispanic,Male,22,2,0.09091
2017,5-Beaumont,65 and Older,Hispanic,Unknown,2,1,0.5
2017,5-Beaumont,65 and Older,Native American,Female,2,0,0
2017,5-Beaumont,65 and Older,Native American,Male,3,1,0.33333
2017,5-Beaumont,65 and Older,Other,Female,275,43,0.15636
2017,5-Beaumont,65 and Older,Other,Male,140,26,0.18571
2017,5-Beaumont,65 and Older,Other,Unknown,15,3,0.2
2017,5-Beaumont,Unknown,African American,Male,1,0,0
2017,5-Beaumont,Unknown,Other,Female,1,0,0
2017,6-Houston,18-64 with Disability,African American,Female,"1,362",203,0.14905
2017,6-Houston,18-64 with Disability,African American,Male,"1,069",126,0.11787
2017,6-Houston,18-64 with Disability,African American,Unknown,34,12,0.35294
2017,6-Houston,18-64 with Disability,Anglo,Female,"1,431",247,0.17261
2017,6-Houston,18-64 with Disability,Anglo,Male,"1,110",177,0.15946
2017,6-Houston,18-64 with Disability,Anglo,Unknown,33,8,0.24242
2017,6-Houston,18-64 with Disability,Asian,Female,39,5,0.12821
2017,6-Houston,18-64 with Disability,Asian,Male,45,6,0.13333
2017,6-Houston,18-64 with Disability,Asian,Unknown,2,0,0
2017,6-Houston,18-64 with Disability,Hispanic,Female,490,78,0.15918
2017,6-Houston,18-64 with Disability,Hispanic,Male,424,59,0.13915
2017,6-Houston,18-64 with Disability,Hispanic,Unknown,16,8,0.5
2017,6-Houston,18-64 with Disability,Native American,Female,7,2,0.28571
2017,6-Houston,18-64 with Disability,Native American,Male,8,4,0.5
2017,6-Houston,18-64 with Disability,Other,Female,601,122,0.203
2017,6-Houston,18-64 with Disability,Other,Male,485,71,0.14639
2017,6-Houston,18-64 with Disability,Other,Unknown,40,3,0.075
2017,6-Houston,65 and Older,African American,Female,"1,921",306,0.15929
2017,6-Houston,65 and Older,African American,Male,"1,059",173,0.16336
2017,6-Houston,65 and Older,African American,Unknown,38,9,0.23684
2017,6-Houston,65 and Older,Anglo,Female,"2,718",447,0.16446
2017,6-Houston,65 and Older,Anglo,Male,"1,802",295,0.16371
2017,6-Houston,65 and Older,Anglo,Unknown,79,21,0.26582
2017,6-Houston,65 and Older,Asian,Female,79,9,0.11392
2017,6-Houston,65 and Older,Asian,Male,70,7,0.1
2017,6-Houston,65 and Older,Hispanic,Female,799,109,0.13642
2017,6-Houston,65 and Older,Hispanic,Male,507,62,0.12229
2017,6-Houston,65 and Older,Hispanic,Unknown,23,5,0.21739
2017,6-Houston,65 and Older,Native American,Female,5,0,0
2017,6-Houston,65 and Older,Native American,Male,7,3,0.42857
2017,6-Houston,65 and Older,Other,Female,"1,233",195,0.15815
2017,6-Houston,65 and Older,Other,Male,654,92,0.14067
2017,6-Houston,65 and Older,Other,Unknown,96,5,0.05208
2017,6-Houston,Under 18,African American,Female,1,0,0
2017,6-Houston,Under 18,Other,Male,1,0,0
2017,6-Houston,Unknown,Anglo,Female,2,0,0
2017,6-Houston,Unknown,Hispanic,Female,1,1,1
2017,6-Houston,Unknown,Other,Male,1,0,0
2017,7-Austin,18-64 with Disability,African American,Female,449,74,0.16481
2017,7-Austin,18-64 with Disability,African American,Male,349,45,0.12894
2017,7-Austin,18-64 with Disability,African American,Unknown,10,4,0.4
2017,7-Austin,18-64 with Disability,Anglo,Female,"1,079",177,0.16404
2017,7-Austin,18-64 with Disability,Anglo,Male,852,128,0.15023
2017,7-Austin,18-64 with Disability,Anglo,Unknown,32,12,0.375
2017,7-Austin,18-64 with Disability,Asian,Female,17,2,0.11765
2017,7-Austin,18-64 with Disability,Asian,Male,13,0,0
2017,7-Austin,18-64 with Disability,Hispanic,Female,296,52,0.17568
2017,7-Austin,18-64 with Disability,Hispanic,Male,250,32,0.128
2017,7-Austin,18-64 with Disability,Hispanic,Unknown,7,1,0.14286
2017,7-Austin,18-64 with Disability,Native American,Female,7,1,0.14286
2017,7-Austin,18-64 with Disability,Native American,Male,4,1,0.25
2017,7-Austin,18-64 with Disability,Other,Female,288,66,0.22917
2017,7-Austin,18-64 with Disability,Other,Male,216,37,0.1713
2017,7-Austin,18-64 with Disability,Other,Unknown,15,0,0
2017,7-Austin,65 and Older,African American,Female,512,96,0.1875
2017,7-Austin,65 and Older,African American,Male,309,56,0.18123
2017,7-Austin,65 and Older,African American,Unknown,16,8,0.5
2017,7-Austin,65 and Older,Anglo,Female,"1,977",372,0.18816
2017,7-Austin,65 and Older,Anglo,Male,"1,368",260,0.19006
2017,7-Austin,65 and Older,Anglo,Unknown,39,9,0.23077
2017,7-Austin,65 and Older,Asian,Female,55,6,0.10909
2017,7-Austin,65 and Older,Asian,Male,20,4,0.2
2017,7-Austin,65 and Older,Asian,Unknown,1,0,0
2017,7-Austin,65 and Older,Hispanic,Female,429,60,0.13986
2017,7-Austin,65 and Older,Hispanic,Male,281,41,0.14591
2017,7-Austin,65 and Older,Hispanic,Unknown,16,5,0.3125
2017,7-Austin,65 and Older,Native American,Female,8,3,0.375
2017,7-Austin,65 and Older,Native American,Male,7,1,0.14286
2017,7-Austin,65 and Older,Native American,Unknown,1,0,0
2017,7-Austin,65 and Older,Other,Female,509,81,0.15914
2017,7-Austin,65 and Older,Other,Male,325,46,0.14154
2017,7-Austin,65 and Older,Other,Unknown,50,2,0.04
2017,7-Austin,Under 18,African American,Male,1,0,0
2017,7-Austin,Under 18,Anglo,Female,1,0,0
2017,7-Austin,Under 18,Anglo,Male,1,0,0
2017,7-Austin,Under 18,Hispanic,Female,1,0,0
2017,7-Austin,Under 18,Other,Male,1,0,0
2017,8-San Antonio,18-64 with Disability,African American,Female,229,33,0.1441
2017,8-San Antonio,18-64 with Disability,African American,Male,209,25,0.11962
2017,8-San Antonio,18-64 with Disability,African American,Unknown,5,2,0.4
2017,8-San Antonio,18-64 with Disability,Anglo,Female,812,112,0.13793
2017,8-San Antonio,18-64 with Disability,Anglo,Male,628,91,0.1449
2017,8-San Antonio,18-64 with Disability,Anglo,Unknown,21,3,0.14286
2017,8-San Antonio,18-64 with Disability,Asian,Female,10,0,0
2017,8-San Antonio,18-64 with Disability,Asian,Male,10,0,0
2017,8-San Antonio,18-64 with Disability,Asian,Unknown,1,0,0
2017,8-San Antonio,18-64 with Disability,Hispanic,Female,915,112,0.1224
2017,8-San Antonio,18-64 with Disability,Hispanic,Male,879,118,0.13424
2017,8-San Antonio,18-64 with Disability,Hispanic,Unknown,21,3,0.14286
2017,8-San Antonio,18-64 with Disability,Native American,Female,6,0,0
2017,8-San Antonio,18-64 with Disability,Native American,Male,4,1,0.25
2017,8-San Antonio,18-64 with Disability,Other,Female,317,63,0.19874
2017,8-San Antonio,18-64 with Disability,Other,Male,262,44,0.16794
2017,8-San Antonio,18-64 with Disability,Other,Unknown,21,1,0.04762
2017,8-San Antonio,65 and Older,African American,Female,280,62,0.22143
2017,8-San Antonio,65 and Older,African American,Male,187,35,0.18717
2017,8-San Antonio,65 and Older,African American,Unknown,8,3,0.375
2017,8-San Antonio,65 and Older,Anglo,Female,"1,587",270,0.17013
2017,8-San Antonio,65 and Older,Anglo,Male,"1,049",155,0.14776
2017,8-San Antonio,65 and Older,Anglo,Unknown,32,8,0.25
2017,8-San Antonio,65 and Older,Asian,Female,44,11,0.25
2017,8-San Antonio,65 and Older,Asian,Male,11,1,0.09091
2017,8-San Antonio,65 and Older,Asian,Unknown,1,1,1
2017,8-San Antonio,65 and Older,Hispanic,Female,"1,704",247,0.14495
2017,8-San Antonio,65 and Older,Hispanic,Male,993,170,0.1712
2017,8-San Antonio,65 and Older,Hispanic,Unknown,35,6,0.17143
2017,8-San Antonio,65 and Older,Native American,Female,3,0,0
2017,8-San Antonio,65 and Older,Native American,Male,4,2,0.5
2017,8-San Antonio,65 and Older,Other,Female,636,85,0.13365
2017,8-San Antonio,65 and Older,Other,Male,347,42,0.12104
2017,8-San Antonio,65 and Older,Other,Unknown,58,2,0.03448
2017,8-San Antonio,Under 18,African American,Female,1,1,1
2017,8-San Antonio,Under 18,Anglo,Male,1,0,0
2017,8-San Antonio,Under 18,Other,Male,1,0,0
2017,8-San Antonio,Unknown,African American,Female,1,0,0
2017,8-San Antonio,Unknown,Anglo,Female,1,0,0
2017,8-San Antonio,Unknown,Hispanic,Male,1,1,1
2017,8-San Antonio,Unknown,Other,Male,1,0,0
2017,9-Midland,18-64 with Disability,African American,Female,53,11,0.20755
2017,9-Midland,18-64 with Disability,African American,Male,49,7,0.14286
2017,9-Midland,18-64 with Disability,African American,Unknown,2,1,0.5
2017,9-Midland,18-64 with Disability,Anglo,Female,313,63,0.20128
2017,9-Midland,18-64 with Disability,Anglo,Male,278,52,0.18705
2017,9-Midland,18-64 with Disability,Anglo,Unknown,11,3,0.27273
2017,9-Midland,18-64 with Disability,Asian,Male,1,0,0
2017,9-Midland,18-64 with Disability,Hispanic,Female,179,37,0.2067
2017,9-Midland,18-64 with Disability,Hispanic,Male,179,28,0.15642
2017,9-Midland,18-64 with Disability,Hispanic,Unknown,5,2,0.4
2017,9-Midland,18-64 with Disability,Native American,Female,1,0,0
2017,9-Midland,18-64 with Disability,Native American,Male,2,0,0
2017,9-Midland,18-64 with Disability,Other,Female,76,22,0.28947
2017,9-Midland,18-64 with Disability,Other,Male,91,18,0.1978
2017,9-Midland,18-64 with Disability,Other,Unknown,7,1,0.14286
2017,9-Midland,65 and Older,African American,Female,81,17,0.20988
2017,9-Midland,65 and Older,African American,Male,46,7,0.15217
2017,9-Midland,65 and Older,African American,Unknown,4,2,0.5
2017,9-Midland,65 and Older,Anglo,Female,552,101,0.18297
2017,9-Midland,65 and Older,Anglo,Male,356,59,0.16573
2017,9-Midland,65 and Older,Anglo,Unknown,12,5,0.41667
2017,9-Midland,65 and Older,Asian,Female,2,0,0
2017,9-Midland,65 and Older,Hispanic,Female,258,40,0.15504
2017,9-Midland,65 and Older,Hispanic,Male,196,27,0.13776
2017,9-Midland,65 and Older,Hispanic,Unknown,9,2,0.22222
2017,9-Midland,65 and Older,Native American,Female,2,0,0
2017,9-Midland,65 and Older,Native American,Male,1,0,0
2017,9-Midland,65 and Older,Other,Female,122,26,0.21311
2017,9-Midland,65 and Older,Other,Male,105,16,0.15238
2017,9-Midland,65 and Older,Other,Unknown,10,1,0.1
2017,9-Midland,Unknown,Anglo,Female,1,0,0
2017,10-El Paso,18-64 with Disability,African American,Female,26,5,0.19231
2017,10-El Paso,18-64 with Disability,African American,Male,38,3,0.07895
2017,10-El Paso,18-64 with Disability,Anglo,Female,125,32,0.256
2017,10-El Paso,18-64 with Disability,Anglo,Male,122,20,0.16393
2017,10-El Paso,18-64 with Disability,Anglo,Unknown,3,1,0.33333
2017,10-El Paso,18-64 with Disability,Asian,Female,5,2,0.4
2017,10-El Paso,18-64 with Disability,Hispanic,Female,386,47,0.12176
2017,10-El Paso,18-64 with Disability,Hispanic,Male,346,40,0.11561
2017,10-El Paso,18-64 with Disability,Hispanic,Unknown,8,1,0.125
2017,10-El Paso,18-64 with Disability,Native American,Male,2,0,0
2017,10-El Paso,18-64 with Disability,Other,Female,48,12,0.25
2017,10-El Paso,18-64 with Disability,Other,Male,63,6,0.09524
2017,10-El Paso,18-64 with Disability,Other,Unknown,6,0,0
2017,10-El Paso,65 and Older,African American,Female,34,9,0.26471
2017,10-El Paso,65 and Older,African American,Male,20,1,0.05
2017,10-El Paso,65 and Older,African American,Unknown,1,1,1
2017,10-El Paso,65 and Older,Anglo,Female,227,40,0.17621
2017,10-El Paso,65 and Older,Anglo,Male,203,37,0.18227
2017,10-El Paso,65 and Older,Anglo,Unknown,6,2,0.33333
2017,10-El Paso,65 and Older,Asian,Female,21,1,0.04762
2017,10-El Paso,65 and Older,Asian,Unknown,1,0,0
2017,10-El Paso,65 and Older,Hispanic,Female,850,128,0.15059
2017,10-El Paso,65 and Older,Hispanic,Male,589,92,0.1562
2017,10-El Paso,65 and Older,Hispanic,Unknown,15,6,0.4
2017,10-El Paso,65 and Older,Native American,Female,3,0,0
2017,10-El Paso,65 and Older,Native American,Male,4,1,0.25
2017,10-El Paso,65 and Older,Other,Female,127,14,0.11024
2017,10-El Paso,65 and Older,Other,Male,112,10,0.08929
2017,10-El Paso,65 and Older,Other,Unknown,13,1,0.07692
2017,10-El Paso,Under 18,Hispanic,Female,1,0,0
2017,11-Edinburg,18-64 with Disability,African American,Female,31,5,0.16129
2017,11-Edinburg,18-64 with Disability,African American,Male,46,7,0.15217
2017,11-Edinburg,18-64 with Disability,African American,Unknown,1,0,0
2017,11-Edinburg,18-64 with Disability,Anglo,Female,337,56,0.16617
2017,11-Edinburg,18-64 with Disability,Anglo,Male,291,59,0.20275
2017,11-Edinburg,18-64 with Disability,Anglo,Unknown,9,2,0.22222
2017,11-Edinburg,18-64 with Disability,Asian,Female,4,0,0
2017,11-Edinburg,18-64 with Disability,Asian,Male,1,1,1
2017,11-Edinburg,18-64 with Disability,Hispanic,Female,"1,041",157,0.15082
2017,11-Edinburg,18-64 with Disability,Hispanic,Male,"1,043",142,0.13615
2017,11-Edinburg,18-64 with Disability,Hispanic,Unknown,29,11,0.37931
2017,11-Edinburg,18-64 with Disability,Native American,Female,1,0,0
2017,11-Edinburg,18-64 with Disability,Other,Female,186,34,0.1828
2017,11-Edinburg,18-64 with Disability,Other,Male,148,28,0.18919
2017,11-Edinburg,18-64 with Disability,Other,Unknown,15,2,0.13333
2017,11-Edinburg,65 and Older,African American,Female,40,5,0.125
2017,11-Edinburg,65 and Older,African American,Male,26,5,0.19231
2017,11-Edinburg,65 and Older,African American,Unknown,1,0,0
2017,11-Edinburg,65 and Older,Anglo,Female,587,103,0.17547
2017,11-Edinburg,65 and Older,Anglo,Male,520,70,0.13462
2017,11-Edinburg,65 and Older,Anglo,Unknown,20,4,0.2
2017,11-Edinburg,65 and Older,Asian,Female,11,1,0.09091
2017,11-Edinburg,65 and Older,Asian,Male,1,0,0
2017,11-Edinburg,65 and Older,Hispanic,Female,"2,002",322,0.16084
2017,11-Edinburg,65 and Older,Hispanic,Male,"1,306",190,0.14548
2017,11-Edinburg,65 and Older,Hispanic,Unknown,58,13,0.22414
2017,11-Edinburg,65 and Older,Native American,Female,2,1,0.5
2017,11-Edinburg,65 and Older,Native American,Male,1,0,0
2017,11-Edinburg,65 and Older,Other,Female,327,46,0.14067
2017,11-Edinburg,65 and Older,Other,Male,205,25,0.12195
2017,11-Edinburg,65 and Older,Other,Unknown,37,1,0.02703
2017,11-Edinburg,Under 18,Hispanic,Female,1,0,0
2017,11-Edinburg,Under 18,Hispanic,Male,2,0,0
2017,Out of State,18-64 with Disability,African American,Female,3,2,0.66667
2017,Out of State,18-64 with Disability,African American,Male,1,0,0
2017,Out of State,18-64 with Disability,Anglo,Female,5,1,0.2
2017,Out of State,18-64 with Disability,Anglo,Male,5,0,0
2017,Out of State,18-64 with Disability,Hispanic,Female,1,1,1
2017,Out of State,18-64 with Disability,Hispanic,Male,3,0,0
2017,Out of State,18-64 with Disability,Native American,Male,1,0,0
2017,Out of State,18-64 with Disability,Other,Male,2,0,0
2017,Out of State,65 and Older,African American,Female,2,0,0
2017,Out of State,65 and Older,African American,Male,1,0,0
2017,Out of State,65 and Older,Anglo,Female,12,1,0.08333
2017,Out of State,65 and Older,Anglo,Male,10,3,0.3
2017,Out of State,65 and Older,Hispanic,Female,2,0,0
2017,Out of State,65 and Older,Hispanic,Male,1,1,1
2017,Out of State,65 and Older,Other,Male,1,0,0
2017,Out of State,65 and Older,Other,Unknown,1,0,0
2017,None Specified,18-64 with Disability,African American,Male,1,0,0
2017,None Specified,65 and Older,Anglo,Female,1,0,0
2017,None Specified,65 and Older,Other,Female,1,0,0
2016,1-Lubbock,18-64 with Disability,African American,Female,266,71,0.26692
2016,1-Lubbock,18-64 with Disability,African American,Male,175,39,0.22286
2016,1-Lubbock,18-64 with Disability,Anglo,Female,555,127,0.22883
2016,1-Lubbock,18-64 with Disability,Anglo,Male,457,92,0.20131
2016,1-Lubbock,18-64 with Disability,Anglo,Unknown,1,0,0
2016,1-Lubbock,18-64 with Disability,Asian,Female,4,2,0.5
2016,1-Lubbock,18-64 with Disability,Asian,Male,1,0,0
2016,1-Lubbock,18-64 with Disability,Hispanic,Female,327,64,0.19572
2016,1-Lubbock,18-64 with Disability,Hispanic,Male,260,39,0.15
2016,1-Lubbock,18-64 with Disability,Native American,Female,8,2,0.25
2016,1-Lubbock,18-64 with Disability,Native American,Male,3,1,0.33333
2016,1-Lubbock,18-64 with Disability,Other,Female,76,13,0.17105
2016,1-Lubbock,18-64 with Disability,Other,Male,53,6,0.11321
2016,1-Lubbock,18-64 with Disability,Other,Unknown,1,0,0
2016,1-Lubbock,65 and Older,African American,Female,197,51,0.25888
2016,1-Lubbock,65 and Older,African American,Male,112,23,0.20536
2016,1-Lubbock,65 and Older,Anglo,Female,869,166,0.19102
2016,1-Lubbock,65 and Older,Anglo,Male,528,93,0.17614
2016,1-Lubbock,65 and Older,Anglo,Unknown,5,1,0.2
2016,1-Lubbock,65 and Older,Asian,Female,3,2,0.66667
2016,1-Lubbock,65 and Older,Asian,Male,5,0,0
2016,1-Lubbock,65 and Older,Hispanic,Female,469,102,0.21748
2016,1-Lubbock,65 and Older,Hispanic,Male,297,56,0.18855
2016,1-Lubbock,65 and Older,Native American,Female,1,0,0
2016,1-Lubbock,65 and Older,Native American,Male,2,0,0
2016,1-Lubbock,65 and Older,Other,Female,108,12,0.11111
2016,1-Lubbock,65 and Older,Other,Male,74,9,0.12162
2016,1-Lubbock,65 and Older,Other,Unknown,2,1,0.5
2016,2-Abilene,18-64 with Disability,African American,Female,167,42,0.2515
2016,2-Abilene,18-64 with Disability,African American,Male,137,22,0.16058
2016,2-Abilene,18-64 with Disability,Anglo,Female,774,149,0.19251
2016,2-Abilene,18-64 with Disability,Anglo,Male,560,99,0.17679
2016,2-Abilene,18-64 with Disability,Anglo,Unknown,1,0,0
2016,2-Abilene,18-64 with Disability,Asian,Female,1,0,0
2016,2-Abilene,18-64 with Disability,Asian,Male,1,0,0
2016,2-Abilene,18-64 with Disability,Hispanic,Female,133,27,0.20301
2016,2-Abilene,18-64 with Disability,Hispanic,Male,134,23,0.17164
2016,2-Abilene,18-64 with Disability,Native American,Female,3,1,0.33333
2016,2-Abilene,18-64 with Disability,Native American,Male,3,1,0.33333
2016,2-Abilene,18-64 with Disability,Other,Female,48,4,0.08333
2016,2-Abilene,18-64 with Disability,Other,Male,47,6,0.12766
2016,2-Abilene,65 and Older,African American,Female,123,28,0.22764
2016,2-Abilene,65 and Older,African American,Male,81,17,0.20988
2016,2-Abilene,65 and Older,Anglo,Female,"1,098",215,0.19581
2016,2-Abilene,65 and Older,Anglo,Male,704,139,0.19744
2016,2-Abilene,65 and Older,Anglo,Unknown,6,2,0.33333
2016,2-Abilene,65 and Older,Asian,Female,8,0,0
2016,2-Abilene,65 and Older,Asian,Male,2,0,0
2016,2-Abilene,65 and Older,Hispanic,Female,160,30,0.1875
2016,2-Abilene,65 and Older,Hispanic,Male,140,21,0.15
2016,2-Abilene,65 and Older,Native American,Female,4,2,0.5
2016,2-Abilene,65 and Older,Native American,Male,3,1,0.33333
2016,2-Abilene,65 and Older,Other,Female,101,7,0.06931
2016,2-Abilene,65 and Older,Other,Male,69,6,0.08696
2016,2-Abilene,65 and Older,Other,Unknown,2,0,0
2016,2-Abilene,Under 18,Anglo,Female,2,0,0
2016,2-Abilene,Unknown,Other,Male,1,0,0
2016,3-Arlington,18-64 with Disability,African American,Female,"1,076",141,0.13104
2016,3-Arlington,18-64 with Disability,African American,Male,833,114,0.13685
2016,3-Arlington,18-64 with Disability,African American,Unknown,3,0,0
2016,3-Arlington,18-64 with Disability,Anglo,Female,"2,148",292,0.13594
2016,3-Arlington,18-64 with Disability,Anglo,Male,"1,601",193,0.12055
2016,3-Arlington,18-64 with Disability,Anglo,Unknown,7,0,0
2016,3-Arlington,18-64 with Disability,Asian,Female,31,5,0.16129
2016,3-Arlington,18-64 with Disability,Asian,Male,32,1,0.03125
2016,3-Arlington,18-64 with Disability,Hispanic,Female,342,49,0.14327
2016,3-Arlington,18-64 with Disability,Hispanic,Male,292,34,0.11644
2016,3-Arlington,18-64 with Disability,Native American,Female,20,4,0.2
2016,3-Arlington,18-64 with Disability,Native American,Male,6,0,0
2016,3-Arlington,18-64 with Disability,Other,Female,341,24,0.07038
2016,3-Arlington,18-64 with Disability,Other,Male,273,26,0.09524
2016,3-Arlington,18-64 with Disability,Other,Unknown,6,0,0
2016,3-Arlington,65 and Older,African American,Female,"1,392",228,0.16379
2016,3-Arlington,65 and Older,African American,Male,749,127,0.16956
2016,3-Arlington,65 and Older,African American,Unknown,8,1,0.125
2016,3-Arlington,65 and Older,Anglo,Female,"4,175",731,0.17509
2016,3-Arlington,65 and Older,Anglo,Male,"2,402",417,0.17361
2016,3-Arlington,65 and Older,Anglo,Unknown,19,0,0
2016,3-Arlington,65 and Older,Asian,Female,82,8,0.09756
2016,3-Arlington,65 and Older,Asian,Male,45,2,0.04444
2016,3-Arlington,65 and Older,Hispanic,Female,534,80,0.14981
2016,3-Arlington,65 and Older,Hispanic,Male,292,39,0.13356
2016,3-Arlington,65 and Older,Hispanic,Unknown,3,0,0
2016,3-Arlington,65 and Older,Native American,Female,20,6,0.3
2016,3-Arlington,65 and Older,Native American,Male,15,4,0.26667
2016,3-Arlington,65 and Older,Other,Female,736,72,0.09783
2016,3-Arlington,65 and Older,Other,Male,392,34,0.08673
2016,3-Arlington,65 and Older,Other,Unknown,28,0,0
2016,3-Arlington,Under 18,African American,Male,1,0,0
2016,3-Arlington,Under 18,Anglo,Female,1,0,0
2016,3-Arlington,Under 18,Hispanic,Male,1,0,0
2016,3-Arlington,Unknown,Anglo,Female,2,2,1
2016,3-Arlington,Unknown,Anglo,Male,1,0,0
2016,3-Arlington,Unknown,Other,Female,1,0,0
2016,3-Arlington,Unknown,Other,Male,1,0,0
2016,4-Tyler,18-64 with Disability,African American,Female,294,43,0.14626
2016,4-Tyler,18-64 with Disability,African American,Male,247,33,0.1336
2016,4-Tyler,18-64 with Disability,Anglo,Female,755,108,0.14305
2016,4-Tyler,18-64 with Disability,Anglo,Male,513,68,0.13255
2016,4-Tyler,18-64 with Disability,Anglo,Unknown,4,0,0
2016,4-Tyler,18-64 with Disability,Asian,Female,3,0,0
2016,4-Tyler,18-64 with Disability,Asian,Male,2,1,0.5
2016,4-Tyler,18-64 with Disability,Hispanic,Female,28,2,0.07143
2016,4-Tyler,18-64 with Disability,Hispanic,Male,36,4,0.11111
2016,4-Tyler,18-64 with Disability,Native American,Female,3,0,0
2016,4-Tyler,18-64 with Disability,Native American,Male,2,1,0.5
2016,4-Tyler,18-64 with Disability,Other,Female,60,6,0.1
2016,4-Tyler,18-64 with Disability,Other,Male,41,4,0.09756
2016,4-Tyler,65 and Older,African American,Female,358,55,0.15363
2016,4-Tyler,65 and Older,African American,Male,208,26,0.125
2016,4-Tyler,65 and Older,Anglo,Female,"1,206",207,0.17164
2016,4-Tyler,65 and Older,Anglo,Male,812,132,0.16256
2016,4-Tyler,65 and Older,Anglo,Unknown,3,0,0
2016,4-Tyler,65 and Older,Asian,Female,2,0,0
2016,4-Tyler,65 and Older,Asian,Male,2,0,0
2016,4-Tyler,65 and Older,Hispanic,Female,27,4,0.14815
2016,4-Tyler,65 and Older,Hispanic,Male,27,2,0.07407
2016,4-Tyler,65 and Older,Native American,Female,3,0,0
2016,4-Tyler,65 and Older,Native American,Male,3,2,0.66667
2016,4-Tyler,65 and Older,Other,Female,143,17,0.11888
